Transaction_ID,Customer_ID,Date,Store_ID,Product,Category,Quantity,Price,Total,Payment_Method
242,CUST047,2025-05-05,STORE04,Eggs,Dairy,2,5,10,Wallet
242,CUST047,2025-05-05,STORE04,Cheese,Dairy,3,9.41,28.23,Wallet
242,CUST047,2025-05-05,STORE04,Diaper,Baby,3,5.33,15.99,Wallet
243,CUST031,2025-05-02,STORE04,Bread,Bakery,1,18.6,18.6,Wallet
244,CUST017,2025-05-07,STORE03,Bread,Bakery,2,7.61,15.22,UPI
245,CUST013,2025-05-04,STORE01,Milk,Dairy,3,12.99,38.97,Cash
245,CUST013,2025-05-04,STORE01,Diaper,Baby,3,17.11,51.33,Cash
245,CUST013,2025-05-04,STORE01,Cheese,Dairy,1,17.52,17.52,Cash
245,CUST013,2025-05-04,STORE01,Bread,Bakery,3,14.07,42.21,Cash
245,CUST013,2025-05-04,STORE01,Chips,Snacks,3,2.29,6.87,Cash
246,CUST011,2025-05-06,STORE02,Milk,Dairy,3,13.55,40.65,UPI
246,CUST011,2025-05-06,STORE02,Eggs,Dairy,1,10.49,10.49,UPI
246,CUST011,2025-05-06,STORE02,Bread,Bakery,3,2.4,7.2,UPI
247,CUST024,2025-05-01,STORE04,Milk,Dairy,1,7.38,7.38,Cash
248,CUST013,2025-05-02,STORE03,Diaper,Baby,2,4.15,8.3,UPI
248,CUST013,2025-05-02,STORE03,Juice,Beverage,3,3.85,11.55,UPI
248,CUST013,2025-05-02,STORE03,Beer,Beverage,2,13.28,26.56,UPI
248,CUST013,2025-05-02,STORE03,Milk,Dairy,3,1.53,4.59,UPI
248,CUST013,2025-05-02,STORE03,Eggs,Dairy,2,5.29,10.58,UPI
249,CUST012,2025-05-04,STORE05,Beer,Beverage,1,15.8,15.8,Wallet
249,CUST012,2025-05-04,STORE05,Bread,Bakery,1,18.88,18.88,Wallet
249,CUST012,2025-05-04,STORE05,Diaper,Baby,3,8.3,24.9,Wallet
249,CUST012,2025-05-04,STORE05,Milk,Dairy,2,17.58,35.16,Wallet
249,CUST012,2025-05-04,STORE05,Chips,Snacks,2,3.12,6.24,Wallet
250,CUST048,2025-05-03,STORE01,Cheese,Dairy,2,5.61,11.22,UPI
251,CUST018,2025-05-03,STORE04,Eggs,Dairy,2,14.73,29.46,Cash
251,CUST018,2025-05-03,STORE04,Beer,Beverage,2,13.56,27.12,Cash
251,CUST018,2025-05-03,STORE04,Cookies,Snacks,3,3.23,9.69,Cash
251,CUST018,2025-05-03,STORE04,Juice,Beverage,1,2.18,2.18,Cash
251,CUST018,2025-05-03,STORE04,Chips,Snacks,3,4.53,13.59,Cash
252,CUST002,2025-05-04,STORE05,Beer,Beverage,1,15.47,15.47,Wallet
253,CUST004,2025-05-04,STORE04,Butter,Dairy,2,10.49,20.98,Wallet
254,CUST040,2025-05-07,STORE04,Milk,Dairy,3,14.39,43.17,Cash
255,CUST039,2025-05-07,STORE02,Juice,Beverage,1,16.5,16.5,Card
256,CUST019,2025-05-05,STORE04,Bread,Bakery,2,6.36,12.72,Wallet
256,CUST019,2025-05-05,STORE04,Butter,Dairy,1,12.18,12.18,Wallet
256,CUST019,2025-05-05,STORE04,Beer,Beverage,3,13.05,39.15,Wallet
256,CUST019,2025-05-05,STORE04,Juice,Beverage,3,4.07,12.21,Wallet
257,CUST015,2025-05-05,STORE02,Bread,Bakery,3,11.86,35.58,UPI
258,CUST026,2025-05-06,STORE03,Eggs,Dairy,2,2.64,5.28,Wallet
258,CUST026,2025-05-06,STORE03,Diaper,Baby,1,8.75,8.75,Wallet
258,CUST026,2025-05-06,STORE03,Cookies,Snacks,3,4.96,14.88,Wallet
259,CUST040,2025-05-04,STORE01,Butter,Dairy,3,13.39,40.17,Cash
259,CUST040,2025-05-04,STORE01,Bread,Bakery,3,12.79,38.37,Cash
260,CUST026,2025-05-05,STORE01,Diaper,Baby,3,14.33,42.99,Cash
260,CUST026,2025-05-05,STORE01,Juice,Beverage,2,4.54,9.08,Cash
261,CUST046,2025-05-02,STORE04,Milk,Dairy,1,17.14,17.14,Card
262,CUST045,2025-05-07,STORE03,Juice,Beverage,1,11.15,11.15,Wallet
262,CUST045,2025-05-07,STORE03,Cookies,Snacks,2,17.5,35,Wallet
262,CUST045,2025-05-07,STORE03,Diaper,Baby,1,1.98,1.98,Wallet
262,CUST045,2025-05-07,STORE03,Bread,Bakery,3,3.01,9.03,Wallet
263,CUST007,2025-05-02,STORE04,Eggs,Dairy,3,16.29,48.87,Wallet
263,CUST007,2025-05-02,STORE04,Milk,Dairy,2,7.26,14.52,Wallet
263,CUST007,2025-05-02,STORE04,Butter,Dairy,1,8.62,8.62,Wallet
264,CUST037,2025-05-06,STORE05,Milk,Dairy,3,2.73,8.19,Card
264,CUST037,2025-05-06,STORE05,Beer,Beverage,3,6.67,20.01,Card
264,CUST037,2025-05-06,STORE05,Diaper,Baby,2,11.95,23.9,Card
264,CUST037,2025-05-06,STORE05,Cheese,Dairy,1,2.72,2.72,Card
265,CUST029,2025-05-07,STORE03,Chips,Snacks,2,4.59,9.18,UPI
265,CUST029,2025-05-07,STORE03,Cookies,Snacks,1,12.18,12.18,UPI
266,CUST021,2025-05-07,STORE02,Beer,Beverage,1,17.3,17.3,Cash
266,CUST021,2025-05-07,STORE02,Diaper,Baby,2,1.78,3.56,Cash
266,CUST021,2025-05-07,STORE02,Eggs,Dairy,1,1.59,1.59,Cash
266,CUST021,2025-05-07,STORE02,Cheese,Dairy,1,6.66,6.66,Cash
267,CUST036,2025-05-07,STORE01,Eggs,Dairy,2,5.16,10.32,UPI
267,CUST036,2025-05-07,STORE01,Cookies,Snacks,1,1.97,1.97,UPI
268,CUST019,2025-05-04,STORE02,Diaper,Baby,3,7.65,22.95,Wallet
268,CUST019,2025-05-04,STORE02,Chips,Snacks,2,19.03,38.06,Wallet
268,CUST019,2025-05-04,STORE02,Beer,Beverage,3,2.33,6.99,Wallet
268,CUST019,2025-05-04,STORE02,Juice,Beverage,1,2.43,2.43,Wallet
268,CUST019,2025-05-04,STORE02,Eggs,Dairy,2,18.54,37.08,Wallet
269,CUST010,2025-05-07,STORE03,Milk,Dairy,1,15.98,15.98,Card
269,CUST010,2025-05-07,STORE03,Juice,Beverage,1,8.93,8.93,Card
269,CUST010,2025-05-07,STORE03,Butter,Dairy,3,16.54,49.62,Card
270,CUST032,2025-05-03,STORE01,Cookies,Snacks,3,9.16,27.48,UPI
270,CUST032,2025-05-03,STORE01,Cheese,Dairy,3,10.34,31.02,UPI
271,CUST033,2025-05-04,STORE03,Diaper,Baby,1,7.93,7.93,Wallet
271,CUST033,2025-05-04,STORE03,Cookies,Snacks,3,12.95,38.85,Wallet
271,CUST033,2025-05-04,STORE03,Butter,Dairy,1,10.48,10.48,Wallet
272,CUST035,2025-05-05,STORE02,Cheese,Dairy,1,14.17,14.17,UPI
272,CUST035,2025-05-05,STORE02,Bread,Bakery,2,10.36,20.72,UPI
272,CUST035,2025-05-05,STORE02,Butter,Dairy,3,2.2,6.6,UPI
272,CUST035,2025-05-05,STORE02,Diaper,Baby,3,4.18,12.54,UPI
272,CUST035,2025-05-05,STORE02,Juice,Beverage,2,11.19,22.38,UPI
273,CUST008,2025-05-01,STORE01,Bread,Bakery,1,3.64,3.64,UPI
273,CUST008,2025-05-01,STORE01,Juice,Beverage,1,10.27,10.27,UPI
274,CUST045,2025-05-05,STORE04,Chips,Snacks,3,19.04,57.12,Card
274,CUST045,2025-05-05,STORE04,Cookies,Snacks,2,18.66,37.32,Card
274,CUST045,2025-05-05,STORE04,Eggs,Dairy,3,2.04,6.12,Card
274,CUST045,2025-05-05,STORE04,Milk,Dairy,3,16.74,50.22,Card
275,CUST028,2025-05-04,STORE03,Eggs,Dairy,1,19.47,19.47,Cash
275,CUST028,2025-05-04,STORE03,Beer,Beverage,2,13.6,27.2,Cash
275,CUST028,2025-05-04,STORE03,Chips,Snacks,3,10.16,30.48,Cash
275,CUST028,2025-05-04,STORE03,Juice,Beverage,3,6.22,18.66,Cash
276,CUST011,2025-05-06,STORE04,Cheese,Dairy,2,1.48,2.96,UPI
276,CUST011,2025-05-06,STORE04,Butter,Dairy,1,11.37,11.37,UPI
276,CUST011,2025-05-06,STORE04,Chips,Snacks,1,9.56,9.56,UPI
277,CUST050,2025-05-02,STORE02,Chips,Snacks,3,16.33,48.99,Card
277,CUST050,2025-05-02,STORE02,Diaper,Baby,3,5.61,16.83,Card
277,CUST050,2025-05-02,STORE02,Beer,Beverage,1,15.74,15.74,Card
277,CUST050,2025-05-02,STORE02,Cheese,Dairy,2,19.16,38.32,Card
277,CUST050,2025-05-02,STORE02,Juice,Beverage,1,12.35,12.35,Card
278,CUST050,2025-05-05,STORE05,Chips,Snacks,1,5.92,5.92,Card
279,CUST017,2025-05-05,STORE01,Juice,Beverage,3,6.41,19.23,Cash
279,CUST017,2025-05-05,STORE01,Diaper,Baby,3,12.26,36.78,Cash
279,CUST017,2025-05-05,STORE01,Beer,Beverage,2,5.77,11.54,Cash
279,CUST017,2025-05-05,STORE01,Eggs,Dairy,3,5.39,16.17,Cash
279,CUST017,2025-05-05,STORE01,Butter,Dairy,3,4.73,14.19,Cash
280,CUST026,2025-05-02,STORE05,Chips,Snacks,2,16.58,33.16,Card
280,CUST026,2025-05-02,STORE05,Eggs,Dairy,2,10.08,20.16,Card
280,CUST026,2025-05-02,STORE05,Juice,Beverage,2,6.38,12.76,Card
280,CUST026,2025-05-02,STORE05,Milk,Dairy,2,11.83,23.66,Card
281,CUST031,2025-05-05,STORE05,Juice,Beverage,3,14.52,43.56,Cash
281,CUST031,2025-05-05,STORE05,Bread,Bakery,3,15.41,46.23,Cash
281,CUST031,2025-05-05,STORE05,Beer,Beverage,2,18.96,37.92,Cash
281,CUST031,2025-05-05,STORE05,Cheese,Dairy,2,17.22,34.44,Cash
281,CUST031,2025-05-05,STORE05,Diaper,Baby,2,9.7,19.4,Cash
282,CUST015,2025-05-04,STORE05,Diaper,Baby,1,11.91,11.91,Wallet
283,CUST034,2025-05-07,STORE03,Chips,Snacks,3,4.45,13.35,Card
283,CUST034,2025-05-07,STORE03,Butter,Dairy,3,8.16,24.48,Card
283,CUST034,2025-05-07,STORE03,Juice,Beverage,2,18.6,37.2,Card
283,CUST034,2025-05-07,STORE03,Cheese,Dairy,1,18.32,18.32,Card
284,CUST018,2025-05-02,STORE04,Beer,Beverage,1,14.7,14.7,Cash
284,CUST018,2025-05-02,STORE04,Milk,Dairy,3,15.3,45.9,Cash
284,CUST018,2025-05-02,STORE04,Butter,Dairy,2,17.79,35.58,Cash
284,CUST018,2025-05-02,STORE04,Chips,Snacks,2,10.35,20.7,Cash
284,CUST018,2025-05-02,STORE04,Juice,Beverage,3,18.16,54.48,Cash
285,CUST027,2025-05-01,STORE01,Milk,Dairy,1,15.82,15.82,UPI
285,CUST027,2025-05-01,STORE01,Cookies,Snacks,1,16.85,16.85,UPI
285,CUST027,2025-05-01,STORE01,Chips,Snacks,2,17.77,35.54,UPI
285,CUST027,2025-05-01,STORE01,Beer,Beverage,2,15.63,31.26,UPI
286,CUST032,2025-05-04,STORE02,Juice,Beverage,1,14.53,14.53,Cash
286,CUST032,2025-05-04,STORE02,Diaper,Baby,3,1.41,4.23,Cash
286,CUST032,2025-05-04,STORE02,Eggs,Dairy,1,13.42,13.42,Cash
286,CUST032,2025-05-04,STORE02,Cheese,Dairy,1,7.97,7.97,Cash
286,CUST032,2025-05-04,STORE02,Cookies,Snacks,2,9.25,18.5,Cash
287,CUST040,2025-05-05,STORE03,Butter,Dairy,2,14.92,29.84,Cash
287,CUST040,2025-05-05,STORE03,Beer,Beverage,2,8.65,17.3,Cash
288,CUST003,2025-05-05,STORE03,Butter,Dairy,2,11.27,22.54,Cash
288,CUST003,2025-05-05,STORE03,Diaper,Baby,1,15.48,15.48,Cash
288,CUST003,2025-05-05,STORE03,Eggs,Dairy,2,19.2,38.4,Cash
288,CUST003,2025-05-05,STORE03,Chips,Snacks,3,18.78,56.34,Cash
288,CUST003,2025-05-05,STORE03,Cheese,Dairy,2,8.98,17.96,Cash
289,CUST038,2025-05-01,STORE02,Eggs,Dairy,3,5.65,16.95,Wallet
289,CUST038,2025-05-01,STORE02,Butter,Dairy,1,10.57,10.57,Wallet
289,CUST038,2025-05-01,STORE02,Cheese,Dairy,2,7.08,14.16,Wallet
289,CUST038,2025-05-01,STORE02,Juice,Beverage,3,18.69,56.07,Wallet
289,CUST038,2025-05-01,STORE02,Diaper,Baby,3,6.1,18.3,Wallet
290,CUST028,2025-05-01,STORE05,Bread,Bakery,1,6.94,6.94,Card
290,CUST028,2025-05-01,STORE05,Eggs,Dairy,1,1.22,1.22,Card
290,CUST028,2025-05-01,STORE05,Beer,Beverage,2,7.31,14.62,Card
291,CUST002,2025-05-03,STORE02,Cookies,Snacks,1,1.14,1.14,Cash
291,CUST002,2025-05-03,STORE02,Milk,Dairy,2,3.41,6.82,Cash
292,CUST010,2025-05-03,STORE05,Milk,Dairy,3,18.49,55.47,Cash
293,CUST049,2025-05-07,STORE02,Cookies,Snacks,2,6.9,13.8,Card
294,CUST050,2025-05-04,STORE04,Juice,Beverage,2,11.24,22.48,Card
294,CUST050,2025-05-04,STORE04,Milk,Dairy,3,17.54,52.62,Card
295,CUST010,2025-05-06,STORE03,Diaper,Baby,2,2.01,4.02,Wallet
295,CUST010,2025-05-06,STORE03,Bread,Bakery,3,12.19,36.57,Wallet
295,CUST010,2025-05-06,STORE03,Butter,Dairy,2,9.61,19.22,Wallet
295,CUST010,2025-05-06,STORE03,Cookies,Snacks,2,6,12,Wallet
296,CUST009,2025-05-01,STORE03,Milk,Dairy,2,2.44,4.88,Card
296,CUST009,2025-05-01,STORE03,Cookies,Snacks,2,5.29,10.58,Card
296,CUST009,2025-05-01,STORE03,Chips,Snacks,3,7.07,21.21,Card
296,CUST009,2025-05-01,STORE03,Juice,Beverage,3,12.63,37.89,Card
297,CUST050,2025-05-02,STORE05,Cheese,Dairy,2,14.4,28.8,Cash
298,CUST034,2025-05-05,STORE04,Beer,Beverage,3,13.35,40.05,Wallet
299,CUST006,2025-05-01,STORE04,Milk,Dairy,3,4.99,14.97,Wallet
299,CUST006,2025-05-01,STORE04,Juice,Beverage,1,19.22,19.22,Wallet
299,CUST006,2025-05-01,STORE04,Eggs,Dairy,2,7.92,15.84,Wallet
299,CUST006,2025-05-01,STORE04,Bread,Bakery,1,17.09,17.09,Wallet
300,CUST003,2025-05-03,STORE04,Butter,Dairy,3,4.06,12.18,UPI
300,CUST003,2025-05-03,STORE04,Bread,Bakery,3,10.63,31.89,UPI
300,CUST003,2025-05-03,STORE04,Chips,Snacks,1,12.03,12.03,UPI
300,CUST003,2025-05-03,STORE04,Eggs,Dairy,1,19.65,19.65,UPI
301,CUST020,2025-05-05,STORE02,Milk,Dairy,1,1.68,1.68,Wallet
301,CUST020,2025-05-05,STORE02,Chips,Snacks,1,9.43,9.43,Wallet
301,CUST020,2025-05-05,STORE02,Diaper,Baby,1,14.41,14.41,Wallet
301,CUST020,2025-05-05,STORE02,Juice,Beverage,1,7.89,7.89,Wallet
301,CUST020,2025-05-05,STORE02,Bread,Bakery,2,17.67,35.34,Wallet
302,CUST031,2025-05-04,STORE05,Diaper,Baby,1,8.44,8.44,Wallet
302,CUST031,2025-05-04,STORE05,Chips,Snacks,2,17.94,35.88,Wallet
303,CUST046,2025-05-02,STORE02,Bread,Bakery,2,15.63,31.26,Cash
303,CUST046,2025-05-02,STORE02,Diaper,Baby,2,19.52,39.04,Cash
303,CUST046,2025-05-02,STORE02,Milk,Dairy,2,7.65,15.3,Cash
303,CUST046,2025-05-02,STORE02,Eggs,Dairy,3,13.81,41.43,Cash
303,CUST046,2025-05-02,STORE02,Butter,Dairy,3,11.35,34.05,Cash
304,CUST041,2025-05-06,STORE02,Chips,Snacks,2,6.56,13.12,Cash
305,CUST039,2025-05-04,STORE05,Beer,Beverage,3,5.66,16.98,Card
305,CUST039,2025-05-04,STORE05,Bread,Bakery,2,13.9,27.8,Card
306,CUST031,2025-05-05,STORE03,Eggs,Dairy,1,10.55,10.55,UPI
307,CUST016,2025-05-06,STORE01,Milk,Dairy,1,7.57,7.57,Card
307,CUST016,2025-05-06,STORE01,Butter,Dairy,3,13.31,39.93,Card
307,CUST016,2025-05-06,STORE01,Eggs,Dairy,2,7.05,14.1,Card
308,CUST044,2025-05-07,STORE02,Juice,Beverage,1,8.58,8.58,UPI
309,CUST020,2025-05-06,STORE05,Butter,Dairy,3,5.36,16.08,Card
309,CUST020,2025-05-06,STORE05,Eggs,Dairy,3,12.44,37.32,Card
309,CUST020,2025-05-06,STORE05,Milk,Dairy,3,6.15,18.45,Card
309,CUST020,2025-05-06,STORE05,Beer,Beverage,1,7.8,7.8,Card
310,CUST029,2025-05-03,STORE01,Chips,Snacks,3,16.76,50.28,Card
310,CUST029,2025-05-03,STORE01,Beer,Beverage,2,13.83,27.66,Card
310,CUST029,2025-05-03,STORE01,Diaper,Baby,3,4.81,14.43,Card
310,CUST029,2025-05-03,STORE01,Cookies,Snacks,1,14.92,14.92,Card
310,CUST029,2025-05-03,STORE01,Milk,Dairy,1,7.3,7.3,Card
311,CUST014,2025-05-01,STORE04,Bread,Bakery,2,19.57,39.14,Wallet
311,CUST014,2025-05-01,STORE04,Cheese,Dairy,2,19.13,38.26,Wallet
311,CUST014,2025-05-01,STORE04,Juice,Beverage,3,11.54,34.62,Wallet
311,CUST014,2025-05-01,STORE04,Eggs,Dairy,1,13.33,13.33,Wallet
311,CUST014,2025-05-01,STORE04,Butter,Dairy,2,18.8,37.6,Wallet
312,CUST042,2025-05-03,STORE01,Chips,Snacks,1,17.83,17.83,Card
312,CUST042,2025-05-03,STORE01,Diaper,Baby,2,11.64,23.28,Card
312,CUST042,2025-05-03,STORE01,Cheese,Dairy,3,16.76,50.28,Card
313,CUST019,2025-05-07,STORE03,Cheese,Dairy,2,9.1,18.2,UPI
314,CUST017,2025-05-07,STORE02,Chips,Snacks,3,3.83,11.49,Card
314,CUST017,2025-05-07,STORE02,Eggs,Dairy,3,8.16,24.48,Card
314,CUST017,2025-05-07,STORE02,Cookies,Snacks,1,19.34,19.34,Card
314,CUST017,2025-05-07,STORE02,Cheese,Dairy,2,6.18,12.36,Card
314,CUST017,2025-05-07,STORE02,Beer,Beverage,3,14.34,43.02,Card
315,CUST046,2025-05-02,STORE02,Butter,Dairy,2,12.56,25.12,Cash
316,CUST001,2025-05-03,STORE02,Chips,Snacks,1,10.52,10.52,Cash
316,CUST001,2025-05-03,STORE02,Milk,Dairy,3,12.84,38.52,Cash
316,CUST001,2025-05-03,STORE02,Bread,Bakery,2,11.65,23.3,Cash
317,CUST027,2025-05-07,STORE05,Diaper,Baby,1,5.03,5.03,UPI
317,CUST027,2025-05-07,STORE05,Beer,Beverage,2,15.63,31.26,UPI
317,CUST027,2025-05-07,STORE05,Cheese,Dairy,3,10.48,31.44,UPI
317,CUST027,2025-05-07,STORE05,Eggs,Dairy,3,14.82,44.46,UPI
318,CUST043,2025-05-05,STORE03,Eggs,Dairy,2,19.81,39.62,Wallet
318,CUST043,2025-05-05,STORE03,Bread,Bakery,1,9.96,9.96,Wallet
318,CUST043,2025-05-05,STORE03,Juice,Beverage,1,19.37,19.37,Wallet
318,CUST043,2025-05-05,STORE03,Diaper,Baby,3,6.88,20.64,Wallet
319,CUST032,2025-05-02,STORE04,Diaper,Baby,1,7.03,7.03,Wallet
319,CUST032,2025-05-02,STORE04,Chips,Snacks,2,8.14,16.28,Wallet
319,CUST032,2025-05-02,STORE04,Milk,Dairy,2,15.98,31.96,Wallet
319,CUST032,2025-05-02,STORE04,Eggs,Dairy,3,11.33,33.99,Wallet
319,CUST032,2025-05-02,STORE04,Juice,Beverage,1,11.03,11.03,Wallet
320,CUST005,2025-05-03,STORE04,Cookies,Snacks,1,5.62,5.62,Cash
321,CUST041,2025-05-04,STORE02,Milk,Dairy,2,13.02,26.04,Wallet
322,CUST023,2025-05-03,STORE02,Eggs,Dairy,3,15.46,46.38,Wallet
322,CUST023,2025-05-03,STORE02,Chips,Snacks,3,10.47,31.41,Wallet
322,CUST023,2025-05-03,STORE02,Milk,Dairy,3,15.07,45.21,Wallet
322,CUST023,2025-05-03,STORE02,Juice,Beverage,2,1.46,2.92,Wallet
323,CUST028,2025-05-06,STORE05,Juice,Beverage,1,18.15,18.15,Wallet
323,CUST028,2025-05-06,STORE05,Butter,Dairy,3,5.51,16.53,Wallet
323,CUST028,2025-05-06,STORE05,Cheese,Dairy,1,14.99,14.99,Wallet
323,CUST028,2025-05-06,STORE05,Bread,Bakery,3,13.45,40.35,Wallet
324,CUST036,2025-05-06,STORE01,Chips,Snacks,3,15.76,47.28,UPI
324,CUST036,2025-05-06,STORE01,Cheese,Dairy,1,13.39,13.39,UPI
325,CUST024,2025-05-06,STORE02,Chips,Snacks,2,4.42,8.84,UPI
325,CUST024,2025-05-06,STORE02,Cookies,Snacks,1,13.5,13.5,UPI
326,CUST016,2025-05-03,STORE02,Eggs,Dairy,2,9.66,19.32,Cash
326,CUST016,2025-05-03,STORE02,Bread,Bakery,3,10.09,30.27,Cash
326,CUST016,2025-05-03,STORE02,Beer,Beverage,1,16.72,16.72,Cash
327,CUST004,2025-05-06,STORE05,Chips,Snacks,2,13.54,27.08,Wallet
328,CUST034,2025-05-03,STORE04,Beer,Beverage,2,6.02,12.04,UPI
329,CUST038,2025-05-01,STORE04,Eggs,Dairy,3,8.64,25.92,Cash
329,CUST038,2025-05-01,STORE04,Bread,Bakery,2,5.86,11.72,Cash
329,CUST038,2025-05-01,STORE04,Juice,Beverage,2,14.43,28.86,Cash
330,CUST039,2025-05-02,STORE03,Butter,Dairy,1,5.35,5.35,Card
330,CUST039,2025-05-02,STORE03,Diaper,Baby,2,7.03,14.06,Card
330,CUST039,2025-05-02,STORE03,Milk,Dairy,2,16.43,32.86,Card
330,CUST039,2025-05-02,STORE03,Beer,Beverage,2,6.51,13.02,Card
331,CUST005,2025-05-01,STORE04,Eggs,Dairy,3,17.41,52.23,Wallet
331,CUST005,2025-05-01,STORE04,Diaper,Baby,1,15.31,15.31,Wallet
331,CUST005,2025-05-01,STORE04,Butter,Dairy,1,6.65,6.65,Wallet
331,CUST005,2025-05-01,STORE04,Chips,Snacks,3,3.85,11.55,Wallet
332,CUST041,2025-05-01,STORE03,Bread,Bakery,3,19.2,57.6,Wallet
332,CUST041,2025-05-01,STORE03,Eggs,Dairy,1,18.16,18.16,Wallet
332,CUST041,2025-05-01,STORE03,Beer,Beverage,2,5.15,10.3,Wallet
332,CUST041,2025-05-01,STORE03,Juice,Beverage,3,1.46,4.38,Wallet
332,CUST041,2025-05-01,STORE03,Cheese,Dairy,2,11.8,23.6,Wallet
333,CUST047,2025-05-05,STORE01,Juice,Beverage,1,15.84,15.84,Wallet
333,CUST047,2025-05-05,STORE01,Bread,Bakery,2,2.47,4.94,Wallet
333,CUST047,2025-05-05,STORE01,Chips,Snacks,3,3.8,11.4,Wallet
333,CUST047,2025-05-05,STORE01,Butter,Dairy,2,1.01,2.02,Wallet
334,CUST021,2025-05-01,STORE01,Diaper,Baby,3,16.05,48.15,Wallet
334,CUST021,2025-05-01,STORE01,Chips,Snacks,3,6.95,20.85,Wallet
335,CUST048,2025-05-07,STORE02,Cheese,Dairy,3,5.17,15.51,UPI
335,CUST048,2025-05-07,STORE02,Diaper,Baby,1,11.39,11.39,UPI
336,CUST037,2025-05-07,STORE02,Diaper,Baby,2,11.85,23.7,Cash
336,CUST037,2025-05-07,STORE02,Beer,Beverage,1,5.88,5.88,Cash
336,CUST037,2025-05-07,STORE02,Eggs,Dairy,3,14.21,42.63,Cash
336,CUST037,2025-05-07,STORE02,Cookies,Snacks,3,13.19,39.57,Cash
337,CUST050,2025-05-02,STORE01,Milk,Dairy,2,7.56,15.12,Card
337,CUST050,2025-05-02,STORE01,Eggs,Dairy,2,2.15,4.3,Card
337,CUST050,2025-05-02,STORE01,Diaper,Baby,2,12.18,24.36,Card
337,CUST050,2025-05-02,STORE01,Cookies,Snacks,2,16.67,33.34,Card
337,CUST050,2025-05-02,STORE01,Juice,Beverage,2,2.75,5.5,Card
338,CUST015,2025-05-01,STORE05,Cookies,Snacks,2,17.74,35.48,UPI
338,CUST015,2025-05-01,STORE05,Juice,Beverage,2,10.41,20.82,UPI
339,CUST028,2025-05-03,STORE03,Bread,Bakery,3,11.96,35.88,Card
339,CUST028,2025-05-03,STORE03,Beer,Beverage,1,8.33,8.33,Card
339,CUST028,2025-05-03,STORE03,Eggs,Dairy,1,19.61,19.61,Card
339,CUST028,2025-05-03,STORE03,Chips,Snacks,2,12.07,24.14,Card
339,CUST028,2025-05-03,STORE03,Diaper,Baby,3,10.59,31.77,Card
340,CUST024,2025-05-05,STORE03,Beer,Beverage,1,11.33,11.33,Cash
341,CUST018,2025-05-06,STORE04,Beer,Beverage,2,5.23,10.46,Wallet
341,CUST018,2025-05-06,STORE04,Eggs,Dairy,1,11.27,11.27,Wallet
342,CUST040,2025-05-02,STORE01,Juice,Beverage,2,19.45,38.9,UPI
342,CUST040,2025-05-02,STORE01,Chips,Snacks,2,9.05,18.1,UPI
342,CUST040,2025-05-02,STORE01,Diaper,Baby,1,10.83,10.83,UPI
343,CUST014,2025-05-05,STORE03,Eggs,Dairy,3,3.74,11.22,Card
343,CUST014,2025-05-05,STORE03,Bread,Bakery,2,11.1,22.2,Card
343,CUST014,2025-05-05,STORE03,Butter,Dairy,2,11.58,23.16,Card
343,CUST014,2025-05-05,STORE03,Diaper,Baby,1,4.52,4.52,Card
343,CUST014,2025-05-05,STORE03,Beer,Beverage,1,9.13,9.13,Card
344,CUST008,2025-05-06,STORE02,Milk,Dairy,3,1.55,4.65,UPI
344,CUST008,2025-05-06,STORE02,Diaper,Baby,3,19.27,57.81,UPI
344,CUST008,2025-05-06,STORE02,Cookies,Snacks,1,16.54,16.54,UPI
344,CUST008,2025-05-06,STORE02,Chips,Snacks,3,14.68,44.04,UPI
345,CUST004,2025-05-06,STORE05,Milk,Dairy,1,13.91,13.91,Cash
345,CUST004,2025-05-06,STORE05,Beer,Beverage,2,14.71,29.42,Cash
346,CUST049,2025-05-01,STORE04,Cookies,Snacks,3,9.38,28.14,Wallet
347,CUST018,2025-05-06,STORE04,Beer,Beverage,2,13.48,26.96,Card
347,CUST018,2025-05-06,STORE04,Milk,Dairy,2,1.87,3.74,Card
347,CUST018,2025-05-06,STORE04,Cookies,Snacks,1,10.62,10.62,Card
347,CUST018,2025-05-06,STORE04,Bread,Bakery,1,13.8,13.8,Card
348,CUST039,2025-05-02,STORE03,Bread,Bakery,3,4.43,13.29,UPI
348,CUST039,2025-05-02,STORE03,Cheese,Dairy,2,19.61,39.22,UPI
349,CUST029,2025-05-03,STORE05,Diaper,Baby,3,4.34,13.02,UPI
349,CUST029,2025-05-03,STORE05,Chips,Snacks,1,18.35,18.35,UPI
349,CUST029,2025-05-03,STORE05,Cookies,Snacks,3,12.71,38.13,UPI
349,CUST029,2025-05-03,STORE05,Eggs,Dairy,3,9.53,28.59,UPI
350,CUST042,2025-05-07,STORE03,Diaper,Baby,2,16.55,33.1,Wallet
350,CUST042,2025-05-07,STORE03,Chips,Snacks,1,11.94,11.94,Wallet
350,CUST042,2025-05-07,STORE03,Cookies,Snacks,3,2.59,7.77,Wallet
350,CUST042,2025-05-07,STORE03,Cheese,Dairy,1,3.02,3.02,Wallet
350,CUST042,2025-05-07,STORE03,Milk,Dairy,2,19.61,39.22,Wallet
351,CUST050,2025-05-04,STORE01,Bread,Bakery,3,9.84,29.52,Wallet
351,CUST050,2025-05-04,STORE01,Cheese,Dairy,3,19.17,57.51,Wallet
